,state,p1_curr_subtask
80199,"Players: ((7, 2) facing (1, 0) holding dish@(7, 2), (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80200,"Players: ((7, 2) facing (1, 0) holding dish@(7, 2), (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80201,"Players: ((7, 2) facing (1, 0) holding dish@(7, 2), (3, 3) facing (1, 0) holding onion@(3, 3)), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80202,"Players: ((7, 2) facing (1, 0) holding dish@(7, 2), (3, 3) facing (1, 0) holding None), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80203,"Players: ((7, 2) facing (1, 0) holding dish@(7, 2), (3, 3) facing (1, 0) holding None), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	2], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80204,"Players: ((7, 2) facing (1, 0) holding dish@(7, 2), (3, 3) facing (1, 0) holding None), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	3], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80205,"Players: ((7, 2) facing (1, 0) holding dish@(7, 2), (3, 3) facing (0, 1) holding None), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	4], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80206,"Players: ((7, 2) facing (1, 0) holding dish@(7, 2), (3, 3) facing (0, 1) holding None), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	5], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80207,"Players: ((7, 2) facing (1, 0) holding dish@(7, 2), (3, 3) facing (0, 1) holding dish@(3, 3)), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	6], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80208,"Players: ((7, 1) facing (0, -1) holding dish@(7, 1), (3, 2) facing (0, -1) holding dish@(3, 2)), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	7], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80209,"Players: ((7, 1) facing (0, -1) holding dish@(7, 1), (3, 2) facing (0, -1) holding dish@(3, 2)), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	8], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80210,"Players: ((7, 1) facing (0, -1) holding dish@(7, 1), (3, 2) facing (0, -1) holding dish@(3, 2)), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	9], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80211,"Players: ((7, 1) facing (0, -1) holding dish@(7, 1), (3, 2) facing (0, -1) holding dish@(3, 2)), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	10], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80212,"Players: ((7, 1) facing (0, -1) holding dish@(7, 1), (3, 2) facing (0, -1) holding dish@(3, 2)), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	11], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80213,"Players: ((7, 1) facing (1, 0) holding dish@(7, 1), (3, 2) facing (0, -1) holding dish@(3, 2)), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	12], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80214,"Players: ((7, 1) facing (1, 0) holding dish@(7, 1), (3, 2) facing (0, -1) holding dish@(3, 2)), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	13], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80215,"Players: ((7, 1) facing (1, 0) holding dish@(7, 1), (3, 2) facing (0, -1) holding dish@(3, 2)), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	14], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80216,"Players: ((7, 1) facing (1, 0) holding dish@(7, 1), (3, 2) facing (0, -1) holding dish@(3, 2)), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	15], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
80217,"Players: ((7, 1) facing (1, 0) holding dish@(7, 1), (3, 2) facing (1, 0) holding dish@(3, 2)), Objects: [soup@(7, 0)
Ingredients:	[onion@(7, 0), onion@(7, 0), onion@(7, 0)]
Cooking Tick:	20, soup@(4, 2)
Ingredients:	[onion@(4, 2), onion@(4, 2), onion@(4, 2)]
Cooking Tick:	20, dish@(8, 2), soup@(4, 3)
Ingredients:	[onion@(4, 3), onion@(4, 3), onion@(4, 3)]
Cooking Tick:	16], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion'), ('tomato',), ('tomato', 'tomato'), ('tomato', 'tomato', 'tomato'), ('onion', 'tomato'), ('onion', 'onion', 'tomato'), ('onion', 'tomato', 'tomato')] Timestep: 0",6
